LTime, LSensorID, LAccelX, LAccelY, LAccelZ, LGyroX, LGyroY, LGyroZ,RTime, RSensorID, RAccelX, RAccelY, RAccelZ, RGyroX, RGyroY, RGyroZ
2016-05-05 00:54:53 +0000,LC,-4016,11272,8616,-757,-47,-541,2016-05-05 00:54:53 +0000,RC,1128,13220,8252,-230,-612,-1184
2016-05-05 00:54:53 +0000,LC,-3136,11200,8996,339,-916,-269,2016-05-05 00:54:53 +0000,RC,1776,13936,8452,-1249,-200,-91
2016-05-05 00:54:53 +0000,LC,-2768,10308,10340,498,-456,-427,2016-05-05 00:54:53 +0000,RC,3064,12732,9164,921,-98,137
2016-05-05 00:54:53 +0000,LC,-2824,10940,9292,560,-370,302,2016-05-05 00:54:53 +0000,RC,3584,13352,7888,669,-94,284
2016-05-05 00:54:53 +0000,LC,-3984,12960,10996,-1710,-989,527,2016-05-05 00:54:53 +0000,RC,2812,14504,9692,-2095,-102,207
2016-05-05 00:54:54 +0000,LC,-4732,12712,7056,-1651,-279,489,2016-05-05 00:54:54 +0000,RC,820,15500,6736,-1219,444,-533
2016-05-05 00:54:54 +0000,LC,-3512,10472,7604,-430,-244,754,2016-05-05 00:54:54 +0000,RC,900,12824,7232,1064,-223,479
2016-05-05 00:54:54 +0000,LC,-3900,11668,7964,1642,-589,1090,2016-05-05 00:54:54 +0000,RC,1736,13672,7068,874,415,1053
2016-05-05 00:54:54 +0000,LC,-4068,12352,8048,-1586,-40,-119,2016-05-05 00:54:54 +0000,RC,1768,13864,7540,-520,145,76
2016-05-05 00:54:54 +0000,LC,-1284,12748,10084,-2632,-395,-851,2016-05-05 00:54:54 +0000,RC,2668,16240,7864,-4457,-313,613
2016-05-05 00:54:54 +0000,LC,-2228,11780,8044,3636,-1164,1011,2016-05-05 00:54:54 +0000,RC,3868,13236,6760,425,-67,-685
2016-05-05 00:54:54 +0000,LC,-1676,12240,8560,-2449,-42,358,2016-05-05 00:54:54 +0000,RC,4220,13984,7032,1651,256,565
2016-05-05 00:55:04 +0000,LC,-1836,12248,8996,-554,-451,122,2016-05-05 00:55:04 +0000,RC,2700,14244,7496,-778,-190,41
2016-05-05 00:55:04 +0000,LC,-2052,12208,8868,-1083,-375,-160,2016-05-05 00:55:04 +0000,RC,2604,14128,7324,-763,39,56
2016-05-05 00:55:05 +0000,LC,-1944,12336,9036,-1372,-373,81,2016-05-05 00:55:05 +0000,RC,2692,14612,7628,-1174,212,-277
2016-05-05 00:55:05 +0000,LC,-1680,10256,7616,-2309,333,3,2016-05-05 00:55:05 +0000,RC,2112,12012,6508,-3771,-56,-54
2016-05-05 00:55:05 +0000,LC,-760,9044,6208,-2000,-494,-566,2016-05-05 00:55:05 +0000,RC,2012,10708,5688,-2892,173,71
2016-05-05 00:55:05 +0000,LC,-2924,8880,9736,-4146,-1356,-2162,2016-05-05 00:55:05 +0000,RC,2532,9556,9812,-5536,-439,1985
2016-05-05 00:55:05 +0000,LC,-2708,9632,9696,-987,-2198,-472,2016-05-05 00:55:05 +0000,RC,2080,10484,10164,-2930,1899,-523
2016-05-05 00:55:05 +0000,LC,-3512,10008,12288,-2916,-1607,-1333,2016-05-05 00:55:05 +0000,RC,2264,9836,13864,-5193,1714,287
2016-05-05 00:55:05 +0000,LC,-4348,11632,13804,3579,-1642,-1099,2016-05-05 00:55:05 +0000,RC,2484,11700,16448,-2446,-524,767
2016-05-05 00:55:06 +0000,LC,-2520,10112,11444,1743,1884,708,2016-05-05 00:55:06 +0000,RC,2068,10340,12856,5303,1353,-595
2016-05-05 00:55:06 +0000,LC,-3072,12108,11384,683,-392,-175,2016-05-05 00:55:06 +0000,RC,1172,11772,13196,-1482,-439,-98
2016-05-05 00:55:06 +0000,LC,-2556,11236,11312,2444,-890,379,2016-05-05 00:55:06 +0000,RC,2368,12048,13144,923,-916,295
2016-05-05 00:55:06 +0000,LC,-4188,13120,11524,-379,807,773,2016-05-05 00:55:06 +0000,RC,2496,13152,13444,2119,528,817
2016-05-05 00:55:06 +0000,LC,-4152,14780,12508,-960,1557,926,2016-05-05 00:55:06 +0000,RC,2232,14316,14688,-146,272,14
2016-05-05 00:55:06 +0000,LC,-3608,12372,9728,2655,-2282,1377,2016-05-05 00:55:06 +0000,RC,1940,12016,11136,4439,1612,-91
2016-05-05 00:55:07 +0000,LC,-3748,12460,8568,1933,2743,886,2016-05-05 00:55:06 +0000,RC,1892,13144,10624,2330,-1237,-175
2016-05-05 00:55:07 +0000,LC,-3896,13400,9528,545,-433,781,2016-05-05 00:55:07 +0000,RC,2432,14168,11556,877,-2639,-1518
2016-05-05 00:55:07 +0000,LC,-2184,6968,3308,1325,79,-697,2016-05-05 00:55:07 +0000,RC,1980,9344,6924,3072,-1282,-883
2016-05-05 00:55:07 +0000,LC,-2224,8424,4684,-4711,-749,-70,2016-05-05 00:55:07 +0000,RC,288,7776,5176,-1122,-19,358
2016-05-05 00:55:07 +0000,LC,-3120,13772,8312,2412,-1852,1029,2016-05-05 00:55:07 +0000,RC,1772,11984,7616,-2832,-523,-2855
2016-05-05 00:55:07 +0000,LC,-2508,11844,7168,-1538,-950,-380,2016-05-05 00:55:07 +0000,RC,2040,13252,8960,1,-149,680
2016-05-05 00:55:07 +0000,LC,-2680,9128,5748,-1609,-141,-1023,2016-05-05 00:55:07 +0000,RC,2112,11412,7412,-1227,956,815
2016-05-05 00:55:08 +0000,LC,-2876,8684,7572,-2522,-2323,-630,2016-05-05 00:55:08 +0000,RC,1396,8864,8056,-1685,-437,564
2016-05-05 00:55:08 +0000,LC,-3000,10884,8436,-984,-2260,-472,2016-05-05 00:55:08 +0000,RC,2240,11760,10124,-884,649,158
2016-05-05 00:55:08 +0000,LC,-2244,10980,8624,-2755,-2887,-17,2016-05-05 00:55:08 +0000,RC,2428,11764,8624,-2121,900,450
2016-05-05 00:55:08 +0000,LC,-2920,12256,13028,-2611,-4020,-515,2016-05-05 00:55:08 +0000,RC,2716,12448,12172,-3376,486,239
2016-05-05 00:55:08 +0000,LC,-2184,11136,13004,3164,-57,-469,2016-05-05 00:55:08 +0000,RC,3212,11924,13536,-709,-370,329
2016-05-05 00:55:08 +0000,LC,-2596,11760,11084,625,-1099,27,2016-05-05 00:55:08 +0000,RC,2252,12504,12576,2708,819,-307
2016-05-05 00:55:09 +0000,LC,-2912,12388,10828,680,-217,-242,2016-05-05 00:55:08 +0000,RC,2332,11704,11644,-1477,-381,-565
2016-05-05 00:55:09 +0000,LC,-2144,11048,11084,-1997,2825,-2101,2016-05-05 00:55:09 +0000,RC,5276,7908,1380,1539,-1356,-680
2016-05-05 00:55:09 +0000,LC,-4616,13580,10972,3099,644,852,2016-05-05 00:55:09 +0000,RC,3156,14324,13528,-1588,-1214,-1644
2016-05-05 00:55:09 +0000,LC,-4080,14080,10124,119,1000,938,2016-05-05 00:55:09 +0000,RC,688,14548,11964,-74,1628,32
2016-05-05 00:55:09 +0000,LC,-3944,12064,9384,-476,1090,1108,2016-05-05 00:55:09 +0000,RC,1252,13308,12572,186,-433,53
2016-05-05 00:55:09 +0000,LC,-4040,12928,9028,593,1512,1619,2016-05-05 00:55:09 +0000,RC,360,12828,11560,4483,-105,-206
2016-05-05 00:55:09 +0000,LC,-3964,13480,9212,1981,98,1631,2016-05-05 00:55:09 +0000,RC,848,14820,9904,297,-1410,-516
2016-05-05 00:55:10 +0000,LC,-3908,14120,9056,639,-639,1379,2016-05-05 00:55:09 +0000,RC,1540,15240,10444,334,-1561,278
2016-05-05 00:55:10 +0000,LC,-2096,7808,3172,955,-1469,417,2016-05-05 00:55:10 +0000,RC,2076,12028,7968,1574,-877,273
2016-05-05 00:55:10 +0000,LC,-1708,8084,4336,-6312,275,-1335,2016-05-05 00:55:10 +0000,RC,932,6604,3700,-776,-385,3102
2016-05-05 00:55:10 +0000,LC,-3528,12780,8336,3588,-641,733,2016-05-05 00:55:10 +0000,RC,2844,12788,9824,-4873,-930,-3533
2016-05-05 00:55:10 +0000,LC,-2668,13096,8788,-1868,-703,481,2016-05-05 00:55:10 +0000,RC,2448,11952,8508,2475,-597,351
2016-05-05 00:55:10 +0000,LC,-2420,10192,6548,-1716,-192,377,2016-05-05 00:55:10 +0000,RC,2980,13500,8148,-370,-200,-681
2016-05-05 00:55:10 +0000,LC,-2400,10464,6624,-1020,817,599,2016-05-05 00:55:10 +0000,RC,2128,10708,5996,-920,-684,-607
2016-05-05 00:55:11 +0000,LC,-1852,9764,9500,-4415,-4492,-258,2016-05-05 00:55:11 +0000,RC,2716,11100,8444,-2205,-1929,-338
2016-05-05 00:55:11 +0000,LC,-2732,9876,10252,-2377,-2130,-1213,2016-05-05 00:55:11 +0000,RC,3048,12120,9760,-2342,1229,-1556
2016-05-05 00:55:11 +0000,LC,-2716,10796,10304,80,-386,-455,2016-05-05 00:55:11 +0000,RC,2096,12040,10320,-2879,1603,-428
2016-05-05 00:55:11 +0000,LC,-2008,10324,10144,270,1484,-502,2016-05-05 00:55:11 +0000,RC,2172,11868,11416,-873,336,173
2016-05-05 00:55:11 +0000,LC,-2744,11100,10284,1097,-130,-549,2016-05-05 00:55:11 +0000,RC,2364,12080,11016,1432,789,213
2016-05-05 00:55:11 +0000,LC,-4284,11716,11692,2053,-208,231,2016-05-05 00:55:11 +0000,RC,2232,13672,11840,1075,905,673
2016-05-05 00:55:12 +0000,LC,-3628,12760,10460,730,-1011,35,2016-05-05 00:55:11 +0000,RC,2104,13540,11432,2215,-138,364
